episode,risk_repair_rate,risk_after,low_qot_after,avg_osnr_after
20,0.1586243386243386,5.766666666666667,4.333333333333333,35.93511111111111
40,0.13486892736892736,5.8,4.366666666666666,35.912533333333336
60,0.11297739297739298,5.733333333333333,4.266666666666667,35.922755555555554
80,0.07326839826839826,5.966666666666667,4.466666666666667,35.90615555555556
100,0.10546296296296295,5.766666666666667,4.266666666666667,35.933
